Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	7	5	       	13	10	598	Normal
2018	7	7	5	       	13	20	602	Normal
2018	7	7	5	       	13	30	600	Normal
2018	7	7	5	       	13	40	598	Normal
2018	7	7	5	       	13	50	599	Normal
2018	7	7	5	       	14	0	600	Normal
2018	7	7	5	       	14	10	599	Normal
2018	7	7	5	       	14	20	598	Normal
2018	7	7	5	       	14	30	598	Normal
2018	7	7	5	       	14	40	601	Normal
2018	7	7	5	       	14	50	599	Normal
2018	7	7	5	       	15	0	597	Normal
2018	7	7	5	       	15	10	598	Normal
2018	7	7	5	       	15	20	600	Normal
2018	7	7	5	       	15	30	598	Normal
2018	7	7	5	       	15	40	598	Normal
2018	7	7	5	       	15	50	603	Normal
2018	7	7	5	       	16	0	599	Normal
2018	7	7	5	       	16	10	600	Normal
2018	7	7	5	       	16	20	599	Normal
2018	7	7	5	       	16	30	601	Normal
2018	7	7	5	       	16	40	598	Normal
2018	7	7	5	       	16	50	597	Normal
2018	7	7	5	       	17	0	598	Normal
2018	7	7	5	       	17	10	597	Normal
2018	7	7	5	       	17	20	601	Normal
2018	7	7	5	       	17	30	600	Normal
2018	7	7	5	       	17	40	598	Normal
2018	7	7	5	       	17	50	599	Normal
2018	7	7	5	       	18	0	601	Normal
2018	7	7	5	       	18	10	599	Normal
2018	7	7	5	       	18	20	601	Normal
2018	7	7	5	       	18	30	600	Normal
2018	7	7	5	       	18	40	599	Normal
2018	7	7	5	       	18	50	598	Normal
2018	7	7	5	       	19	0	599	Normal
2018	7	7	5	       	19	10	600	Normal
2018	7	7	5	       	19	20	597	Normal
2018	7	7	5	       	19	30	600	Normal
2018	7	7	5	       	19	40	600	Normal
2018	7	7	5	       	19	50	598	Normal
2018	7	7	5	       	20	0	599	Normal
2018	7	7	5	       	20	10	601	Normal
2018	7	7	5	       	20	20	598	Normal
2018	7	7	5	       	20	30	600	Normal
2018	7	7	5	       	20	40	598	Normal
2018	7	7	5	       	20	50	600	Normal
2018	7	7	5	       	21	0	601	Normal
2018	7	7	5	       	21	10	600	Normal
2018	7	7	5	       	21	20	599	Normal
2018	7	7	5	       	21	30	601	Normal
2018	7	7	5	       	21	40	598	Normal
2018	7	7	5	       	21	50	598	Normal
2018	7	7	5	       	22	0	598	Normal
2018	7	7	5	       	22	10	601	Normal
2018	7	7	5	       	22	20	598	Normal
2018	7	7	5	       	22	30	598	Normal
2018	7	7	5	       	22	40	598	Normal
2018	7	7	5	       	22	50	600	Normal
2018	7	7	5	       	23	0	598	Normal
2018	7	7	5	       	23	10	599	Normal
2018	7	7	5	       	23	20	599	Normal
2018	7	7	5	       	23	30	601	Normal
2018	7	7	5	       	23	40	600	Normal
2018	7	7	5	       	23	50	600	Normal
2018	7	8	6	       	0	0	600	Normal
2018	7	8	6	       	0	10	601	Normal
2018	7	8	6	       	0	20	600	Normal
2018	7	8	6	       	0	30	601	Normal
2018	7	8	6	       	0	40	601	Normal
2018	7	8	6	       	0	50	601	Normal
2018	7	8	6	       	1	0	600	Normal
2018	7	8	6	       	1	10	598	Normal
2018	7	8	6	       	1	20	598	Normal
2018	7	8	6	       	1	30	599	Normal
2018	7	8	6	       	1	40	603	Normal
2018	7	8	6	       	1	50	599	Normal
2018	7	8	6	       	2	0	600	Normal
2018	7	8	6	       	2	10	598	Normal
2018	7	8	6	       	2	20	600	Normal
2018	7	8	6	       	2	30	598	Normal
2018	7	8	6	       	2	40	600	Normal
2018	7	8	6	       	2	50	601	Normal
2018	7	8	6	       	3	0	601	Normal
2018	7	8	6	       	3	10	600	Normal
2018	7	8	6	       	3	20	598	Normal
2018	7	8	6	       	3	30	601	Normal
2018	7	8	6	       	3	40	599	Normal
2018	7	8	6	       	3	50	598	Normal
2018	7	8	6	       	4	0	601	Normal
2018	7	8	6	       	4	10	599	Normal
2018	7	8	6	       	4	20	600	Normal
2018	7	8	6	       	4	30	598	Normal
2018	7	8	6	       	4	40	600	Normal
2018	7	8	6	       	4	50	601	Normal
2018	7	8	6	       	5	0	598	Normal
2018	7	8	6	       	5	10	601	Normal
2018	7	8	6	       	5	20	598	Normal
2018	7	8	6	       	5	30	599	Normal
2018	7	8	6	       	5	40	597	Normal
2018	7	8	6	       	5	50	600	Normal
2018	7	8	6	       	6	0	600	Normal
2018	7	8	6	       	6	10	598	Normal
2018	7	8	6	       	6	20	600	Normal
2018	7	8	6	       	6	30	598	Normal
2018	7	8	6	       	6	40	601	Normal
2018	7	8	6	       	6	50	599	Normal
2018	7	8	6	       	7	0	599	Normal
2018	7	8	6	       	7	10	599	Normal
2018	7	8	6	       	7	20	599	Normal
2018	7	8	6	       	7	30	600	Normal
2018	7	8	6	       	7	40	598	Normal
2018	7	8	6	       	7	50	598	Normal
2018	7	8	6	       	8	0	597	Normal
2018	7	8	6	       	8	10	599	Normal
2018	7	8	6	       	8	20	601	Normal
2018	7	8	6	       	8	30	603	Normal
2018	7	8	6	       	8	40	598	Normal
2018	7	8	6	       	8	50	600	Normal
2018	7	8	6	       	9	0	601	Normal
2018	7	8	6	       	9	10	601	Normal
2018	7	8	6	       	9	20	599	Normal
2018	7	8	6	       	9	30	601	Normal
2018	7	8	6	       	9	40	601	Normal
2018	7	8	6	       	9	50	601	Normal
2018	7	8	6	       	10	0	599	Normal
2018	7	8	6	       	10	10	600	Normal
2018	7	8	6	       	10	20	599	Normal
2018	7	8	6	       	10	30	599	Normal
2018	7	8	6	       	10	40	598	Normal
2018	7	8	6	       	10	50	600	Normal
2018	7	8	6	       	11	0	601	Normal
2018	7	8	6	       	11	10	602	Normal
2018	7	8	6	       	11	20	598	Normal
2018	7	8	6	       	11	30	601	Normal
2018	7	8	6	       	11	40	599	Normal
2018	7	8	6	       	11	50	601	Normal
2018	7	8	6	       	12	0	601	Normal
2018	7	8	6	       	12	10	600	Normal
2018	7	8	6	       	12	20	598	Normal
2018	7	8	6	       	12	30	602	Normal
2018	7	8	6	       	12	40	600	Normal
2018	7	8	6	       	12	50	600	Normal
2018	7	8	6	       	13	0	600	Normal
2018	7	8	6	       	13	10	600	Normal
2018	7	8	6	       	13	20	601	Normal
2018	7	8	6	       	13	30	601	Normal
2018	7	8	6	       	13	40	597	Normal
2018	7	8	6	       	13	50	599	Normal
2018	7	8	6	       	14	0	598	Normal
2018	7	8	6	       	14	10	600	Normal
2018	7	8	6	       	14	20	601	Normal
2018	7	8	6	       	14	30	602	Normal
2018	7	8	6	       	14	40	601	Normal
2018	7	8	6	       	14	50	598	Normal
2018	7	8	6	       	15	0	601	Normal
2018	7	8	6	       	15	10	600	Normal
2018	7	8	6	       	15	20	597	Normal
2018	7	8	6	       	15	30	602	Normal
2018	7	8	6	       	15	40	600	Normal
2018	7	8	6	       	15	50	599	Normal
2018	7	8	6	       	16	0	600	Normal
2018	7	8	6	       	16	10	601	Normal
2018	7	8	6	       	16	20	600	Normal
2018	7	8	6	       	16	30	598	Normal
2018	7	8	6	       	16	40	601	Normal
2018	7	8	6	       	16	50	597	Normal
2018	7	8	6	       	17	0	597	Normal
2018	7	8	6	       	17	10	600	Normal
2018	7	8	6	       	17	20	600	Normal
2018	7	8	6	       	17	30	598	Normal
2018	7	8	6	       	17	40	601	Normal
2018	7	8	6	       	17	50	598	Normal
2018	7	8	6	       	18	0	601	Normal
2018	7	8	6	       	18	10	599	Normal
2018	7	8	6	       	18	20	601	Normal
2018	7	8	6	       	18	30	599	Normal
2018	7	8	6	       	18	40	599	Normal
2018	7	8	6	       	18	50	600	Normal
2018	7	8	6	       	19	0	601	Normal
2018	7	8	6	       	19	10	601	Normal
2018	7	8	6	       	19	20	601	Normal
2018	7	8	6	       	19	30	598	Normal
2018	7	8	6	       	19	40	601	Normal
2018	7	8	6	       	19	50	597	Normal
2018	7	8	6	       	20	0	598	Normal
2018	7	8	6	       	20	10	601	Normal
2018	7	8	6	       	20	20	598	Normal
2018	7	8	6	       	20	30	601	Normal
2018	7	8	6	       	20	40	599	Normal
2018	7	8	6	       	20	50	597	Normal
2018	7	8	6	       	21	0	600	Normal
2018	7	8	6	       	21	10	601	Normal
2018	7	8	6	       	21	20	598	Normal
2018	7	8	6	       	21	30	599	Normal
2018	7	8	6	       	21	40	598	Normal
2018	7	8	6	       	21	50	601	Normal
2018	7	8	6	       	22	0	600	Normal
2018	7	8	6	       	22	10	599	Normal
2018	7	8	6	       	22	20	599	Normal
2018	7	8	6	       	22	30	600	Normal
2018	7	8	6	       	22	40	602	Normal
2018	7	8	6	       	22	50	601	Normal
2018	7	8	6	       	23	0	598	Normal
2018	7	8	6	       	23	10	602	Normal
2018	7	8	6	       	23	20	597	Normal
2018	7	8	6	       	23	30	600	Normal
2018	7	8	6	       	23	40	598	Normal
2018	7	8	6	       	23	50	600	Normal
2018	7	9	0	       	0	0	500	Normal
2018	7	9	0	       	0	10	500	Normal
2018	7	9	0	       	0	20	500	Normal
2018	7	9	0	       	0	30	498	Normal
2018	7	9	0	       	0	40	497	Normal
2018	7	9	0	       	0	50	501	Normal
2018	7	9	0	       	1	0	499	Normal
2018	7	9	0	       	1	10	500	Normal
2018	7	9	0	       	1	20	501	Normal
2018	7	9	0	       	1	30	501	Normal
2018	7	9	0	       	1	40	501	Normal
2018	7	9	0	       	1	50	499	Normal
2018	7	9	0	       	2	0	500	Normal
2018	7	9	0	       	2	10	498	Normal
2018	7	9	0	       	2	20	500	Normal
2018	7	9	0	       	2	30	500	Normal
2018	7	9	0	       	2	40	501	Normal
2018	7	9	0	       	2	50	499	Normal
2018	7	9	0	       	3	0	501	Normal
2018	7	9	0	       	3	10	501	Normal
2018	7	9	0	       	3	20	501	Normal
2018	7	9	0	       	3	30	499	Normal
2018	7	9	0	       	3	40	500	Normal
2018	7	9	0	       	3	50	498	Normal
2018	7	9	0	       	4	0	498	Normal
2018	7	9	0	       	4	10	502	Normal
2018	7	9	0	       	4	20	500	Normal
2018	7	9	0	       	4	30	500	Normal
2018	7	9	0	       	4	40	502	Normal
2018	7	9	0	       	4	50	500	Normal
2018	7	9	0	       	5	0	499	Normal
2018	7	9	0	       	5	10	500	Normal
2018	7	9	0	       	5	20	501	Normal
2018	7	9	0	       	5	30	501	Normal
2018	7	9	0	       	5	40	502	Normal
2018	7	9	0	       	5	50	499	Normal
2018	7	9	0	       	6	0	498	Normal
2018	7	9	0	       	6	10	499	Normal
2018	7	9	0	       	6	20	498	Normal
2018	7	9	0	       	6	30	501	Normal
2018	7	9	0	       	6	40	501	Normal
2018	7	9	0	       	6	50	498	Normal
2018	7	9	0	       	7	0	998	Normal
2018	7	9	0	       	7	10	1001	Normal
2018	7	9	0	       	7	20	1001	Normal
2018	7	9	0	       	7	30	1001	Normal
2018	7	9	0	       	7	40	998	Normal
2018	7	9	0	       	7	50	999	Normal
2018	7	9	0	       	8	0	996	Normal
2018	7	9	0	       	8	10	997	Normal
2018	7	9	0	       	8	20	999	Normal
2018	7	9	0	       	8	30	997	Normal
2018	7	9	0	       	8	40	1003	Normal
2018	7	9	0	       	8	50	1002	Normal
2018	7	9	0	       	9	0	1002	Normal
2018	7	9	0	       	9	10	1005	Normal
2018	7	9	0	       	9	20	1000	Normal
2018	7	9	0	       	9	30	1001	Normal
2018	7	9	0	       	9	40	1002	Normal
2018	7	9	0	       	9	50	999	Normal
2018	7	9	0	       	10	0	1001	Normal
2018	7	9	0	       	10	10	1000	Normal
2018	7	9	0	       	10	20	997	Normal
2018	7	9	0	       	10	30	999	Normal
2018	7	9	0	       	10	40	1002	Normal
2018	7	9	0	       	10	50	1003	Normal
2018	7	9	0	       	11	0	1001	Normal
2018	7	9	0	       	11	10	1002	Normal
2018	7	9	0	       	11	20	1003	Normal
2018	7	9	0	       	11	30	1002	Normal
2018	7	9	0	       	11	40	999	Normal
2018	7	9	0	       	11	50	997	Normal
2018	7	9	0	       	12	0	997	Normal
2018	7	9	0	       	12	10	1001	Normal
2018	7	9	0	       	12	20	1002	Normal
2018	7	9	0	       	12	30	1003	Normal
2018	7	9	0	       	12	40	998	Normal
2018	7	9	0	       	12	50	1000	Normal
2018	7	9	0	       	13	0	999	Normal
2018	7	9	0	       	13	10	1001	Normal
2018	7	9	0	       	13	20	1000	Normal
2018	7	9	0	       	13	30	1003	Normal
2018	7	9	0	       	13	40	997	Normal
2018	7	9	0	       	13	50	1003	Normal
2018	7	9	0	       	14	0	997	Normal
2018	7	9	0	       	14	10	1005	Normal
2018	7	9	0	       	14	20	1003	Normal
2018	7	9	0	       	14	30	998	Normal
2018	7	9	0	       	14	40	1005	Normal
2018	7	9	0	       	14	50	1002	Normal
2018	7	9	0	       	15	0	1000	Normal
2018	7	9	0	       	15	10	1003	Normal
2018	7	9	0	       	15	20	2000	Anomalia
2018	7	9	0	       	15	30	999	Normal
2018	7	9	0	       	15	40	1003	Normal
2018	7	9	0	       	15	50	999	Normal
2018	7	9	0	       	16	0	1002	Normal
2018	7	9	0	       	16	10	1001	Normal
2018	7	9	0	       	16	20	1003	Normal
2018	7	9	0	       	16	30	996	Normal
2018	7	9	0	       	16	40	998	Normal
2018	7	9	0	       	16	50	999	Normal
2018	7	9	0	       	17	0	1001	Normal
2018	7	9	0	       	17	10	998	Normal
2018	7	9	0	       	17	20	998	Normal
2018	7	9	0	       	17	30	1002	Normal
2018	7	9	0	       	17	40	997	Normal
2018	7	9	0	       	17	50	1002	Normal
2018	7	9	0	       	18	0	499	Normal
2018	7	9	0	       	18	10	500	Normal
2018	7	9	0	       	18	20	500	Normal
2018	7	9	0	       	18	30	498	Normal
2018	7	9	0	       	18	40	499	Normal
2018	7	9	0	       	18	50	501	Normal
2018	7	9	0	       	19	0	501	Normal
2018	7	9	0	       	19	10	499	Normal
2018	7	9	0	       	19	20	502	Normal
2018	7	9	0	       	19	30	498	Normal
2018	7	9	0	       	19	40	502	Normal
2018	7	9	0	       	19	50	498	Normal
2018	7	9	0	       	20	0	500	Normal
2018	7	9	0	       	20	10	500	Normal
2018	7	9	0	       	20	20	500	Normal
2018	7	9	0	       	20	30	500	Normal
2018	7	9	0	       	20	40	500	Normal
2018	7	9	0	       	20	50	499	Normal
2018	7	9	0	       	21	0	497	Normal
2018	7	9	0	       	21	10	498	Normal
2018	7	9	0	       	21	20	500	Normal
2018	7	9	0	       	21	30	501	Normal
2018	7	9	0	       	21	40	501	Normal
2018	7	9	0	       	21	50	499	Normal
2018	7	9	0	       	22	0	498	Normal
2018	7	9	0	       	22	10	499	Normal
2018	7	9	0	       	22	20	501	Normal
2018	7	9	0	       	22	30	500	Normal
2018	7	9	0	       	22	40	499	Normal
2018	7	9	0	       	22	50	498	Normal
2018	7	9	0	       	23	0	502	Normal
2018	7	9	0	       	23	10	499	Normal
2018	7	9	0	       	23	20	501	Normal
2018	7	9	0	       	23	30	498	Normal
2018	7	9	0	       	23	40	499	Normal
2018	7	9	0	       	23	50	502	Normal
2018	7	10	1	       	0	0	498	Normal
2018	7	10	1	       	0	10	501	Normal
2018	7	10	1	       	0	20	499	Normal
2018	7	10	1	       	0	30	499	Normal
2018	7	10	1	       	0	40	499	Normal
2018	7	10	1	       	0	50	500	Normal
2018	7	10	1	       	1	0	498	Normal
2018	7	10	1	       	1	10	499	Normal
2018	7	10	1	       	1	20	501	Normal
2018	7	10	1	       	1	30	498	Normal
2018	7	10	1	       	1	40	500	Normal
2018	7	10	1	       	1	50	499	Normal
2018	7	10	1	       	2	0	500	Normal
2018	7	10	1	       	2	10	501	Normal
2018	7	10	1	       	2	20	500	Normal
2018	7	10	1	       	2	30	499	Normal
2018	7	10	1	       	2	40	501	Normal
2018	7	10	1	       	2	50	502	Normal
2018	7	10	1	       	3	0	497	Normal
2018	7	10	1	       	3	10	502	Normal
2018	7	10	1	       	3	20	501	Normal
2018	7	10	1	       	3	30	499	Normal
2018	7	10	1	       	3	40	499	Normal
2018	7	10	1	       	3	50	501	Normal
2018	7	10	1	       	4	0	498	Normal
2018	7	10	1	       	4	10	500	Normal
2018	7	10	1	       	4	20	500	Normal
2018	7	10	1	       	4	30	499	Normal
2018	7	10	1	       	4	40	501	Normal
2018	7	10	1	       	4	50	501	Normal
2018	7	10	1	       	5	0	499	Normal
2018	7	10	1	       	5	10	501	Normal
2018	7	10	1	       	5	20	501	Normal
2018	7	10	1	       	5	30	499	Normal
2018	7	10	1	       	5	40	500	Normal
2018	7	10	1	       	5	50	499	Normal
2018	7	10	1	       	6	0	502	Normal
2018	7	10	1	       	6	10	497	Normal
2018	7	10	1	       	6	20	499	Normal
2018	7	10	1	       	6	30	500	Normal
2018	7	10	1	       	6	40	498	Normal
2018	7	10	1	       	6	50	500	Normal
2018	7	10	1	       	7	0	1001	Normal
2018	7	10	1	       	7	10	1003	Normal
2018	7	10	1	       	7	20	1001	Normal
2018	7	10	1	       	7	30	1003	Normal
2018	7	10	1	       	7	40	1004	Normal
2018	7	10	1	       	7	50	999	Normal
2018	7	10	1	       	8	0	998	Normal
2018	7	10	1	       	8	10	998	Normal
2018	7	10	1	       	8	20	1003	Normal
2018	7	10	1	       	8	30	999	Normal
2018	7	10	1	       	8	40	1002	Normal
2018	7	10	1	       	8	50	1001	Normal
2018	7	10	1	       	9	0	1002	Normal
2018	7	10	1	       	9	10	1003	Normal
2018	7	10	1	       	9	20	1002	Normal
2018	7	10	1	       	9	30	994	Normal
2018	7	10	1	       	9	40	998	Normal
2018	7	10	1	       	9	50	996	Normal
2018	7	10	1	       	10	0	1003	Normal
2018	7	10	1	       	10	10	1002	Normal
2018	7	10	1	       	10	20	995	Normal
2018	7	10	1	       	10	30	1003	Normal
2018	7	10	1	       	10	40	998	Normal
2018	7	10	1	       	10	50	997	Normal
2018	7	10	1	       	11	0	1002	Normal
2018	7	10	1	       	11	10	1002	Normal
2018	7	10	1	       	11	20	999	Normal
2018	7	10	1	       	11	30	996	Normal
2018	7	10	1	       	11	40	1000	Normal
2018	7	10	1	       	11	50	1002	Normal
2018	7	10	1	       	12	0	997	Normal
2018	7	10	1	       	12	10	1003	Normal
2018	7	10	1	       	12	20	1003	Normal
2018	7	10	1	       	12	30	997	Normal
2018	7	10	1	       	12	40	998	Normal
2018	7	10	1	       	12	50	997	Normal
2018	7	10	1	       	13	0	1001	Normal
2018	7	10	1	       	13	10	1004	Normal
2018	7	10	1	       	13	20	1001	Normal
2018	7	10	1	       	13	30	996	Normal
2018	7	10	1	       	13	40	1000	Normal
2018	7	10	1	       	13	50	998	Normal
2018	7	10	1	       	14	0	998	Normal
2018	7	10	1	       	14	10	1002	Normal
2018	7	10	1	       	14	20	997	Normal
2018	7	10	1	       	14	30	997	Normal
2018	7	10	1	       	14	40	1000	Normal
2018	7	10	1	       	14	50	998	Normal
2018	7	10	1	       	15	0	1002	Normal
2018	7	10	1	       	15	10	1004	Normal
2018	7	10	1	       	15	20	997	Normal
2018	7	10	1	       	15	30	1000	Normal
2018	7	10	1	       	15	40	1002	Normal
2018	7	10	1	       	15	50	1002	Normal
2018	7	10	1	       	16	0	998	Normal
2018	7	10	1	       	16	10	1002	Normal
2018	7	10	1	       	16	20	998	Normal
2018	7	10	1	       	16	30	1001	Normal
2018	7	10	1	       	16	40	997	Normal
2018	7	10	1	       	16	50	999	Normal
2018	7	10	1	       	17	0	999	Normal
2018	7	10	1	       	17	10	999	Normal
2018	7	10	1	       	17	20	998	Normal
2018	7	10	1	       	17	30	998	Normal
2018	7	10	1	       	17	40	998	Normal
2018	7	10	1	       	17	50	1000	Normal
2018	7	10	1	       	18	0	500	Normal
2018	7	10	1	       	18	10	500	Normal
2018	7	10	1	       	18	20	500	Normal
2018	7	10	1	       	18	30	501	Normal
2018	7	10	1	       	18	40	500	Normal
2018	7	10	1	       	18	50	499	Normal
2018	7	10	1	       	19	0	502	Normal
2018	7	10	1	       	19	10	501	Normal
2018	7	10	1	       	19	20	498	Normal
2018	7	10	1	       	19	30	499	Normal
2018	7	10	1	       	19	40	498	Normal
2018	7	10	1	       	19	50	500	Normal
2018	7	10	1	       	20	0	498	Normal
2018	7	10	1	       	20	10	499	Normal
2018	7	10	1	       	20	20	497	Normal
2018	7	10	1	       	20	30	500	Normal
2018	7	10	1	       	20	40	500	Normal
2018	7	10	1	       	20	50	499	Normal
2018	7	10	1	       	21	0	501	Normal
2018	7	10	1	       	21	10	498	Normal
2018	7	10	1	       	21	20	499	Normal
2018	7	10	1	       	21	30	498	Normal
2018	7	10	1	       	21	40	499	Normal
2018	7	10	1	       	21	50	501	Normal
2018	7	10	1	       	22	0	500	Normal
2018	7	10	1	       	22	10	499	Normal
2018	7	10	1	       	22	20	499	Normal
2018	7	10	1	       	22	30	499	Normal
2018	7	10	1	       	22	40	501	Normal
2018	7	10	1	       	22	50	501	Normal
2018	7	10	1	       	23	0	499	Normal
2018	7	10	1	       	23	10	499	Normal
2018	7	10	1	       	23	20	501	Normal
2018	7	10	1	       	23	30	500	Normal
2018	7	10	1	       	23	40	498	Normal
2018	7	10	1	       	23	50	499	Normal
2018	7	11	2	       	0	0	501	Normal
2018	7	11	2	       	0	10	499	Normal
2018	7	11	2	       	0	20	499	Normal
2018	7	11	2	       	0	30	500	Normal
2018	7	11	2	       	0	40	499	Normal
2018	7	11	2	       	0	50	498	Normal
2018	7	11	2	       	1	0	499	Normal
2018	7	11	2	       	1	10	499	Normal
2018	7	11	2	       	1	20	500	Normal
2018	7	11	2	       	1	30	501	Normal
2018	7	11	2	       	1	40	500	Normal
2018	7	11	2	       	1	50	499	Normal
2018	7	11	2	       	2	0	498	Normal
2018	7	11	2	       	2	10	496	Normal
2018	7	11	2	       	2	20	500	Normal
2018	7	11	2	       	2	30	500	Normal
2018	7	11	2	       	2	40	501	Normal
2018	7	11	2	       	2	50	499	Normal
2018	7	11	2	       	3	0	502	Normal
2018	7	11	2	       	3	10	501	Normal
2018	7	11	2	       	3	20	500	Normal
2018	7	11	2	       	3	30	501	Normal
2018	7	11	2	       	3	40	502	Normal
2018	7	11	2	       	3	50	500	Normal
2018	7	11	2	       	4	0	501	Normal
2018	7	11	2	       	4	10	500	Normal
2018	7	11	2	       	4	20	501	Normal
2018	7	11	2	       	4	30	499	Normal
2018	7	11	2	       	4	40	499	Normal
2018	7	11	2	       	4	50	499	Normal
2018	7	11	2	       	5	0	499	Normal
2018	7	11	2	       	5	10	500	Normal
2018	7	11	2	       	5	20	500	Normal
2018	7	11	2	       	5	30	501	Normal
2018	7	11	2	       	5	40	501	Normal
2018	7	11	2	       	5	50	501	Normal
2018	7	11	2	       	6	0	501	Normal
2018	7	11	2	       	6	10	500	Normal
2018	7	11	2	       	6	20	501	Normal
2018	7	11	2	       	6	30	500	Normal
2018	7	11	2	       	6	40	499	Normal
2018	7	11	2	       	6	50	500	Normal
2018	7	11	2	       	7	0	1000	Normal
2018	7	11	2	       	7	10	1000	Normal
2018	7	11	2	       	7	20	999	Normal
2018	7	11	2	       	7	30	1000	Normal
2018	7	11	2	       	7	40	997	Normal
2018	7	11	2	       	7	50	998	Normal
2018	7	11	2	       	8	0	1000	Normal
2018	7	11	2	       	8	10	1001	Normal
2018	7	11	2	       	8	20	998	Normal
2018	7	11	2	       	8	30	998	Normal
2018	7	11	2	       	8	40	998	Normal
2018	7	11	2	       	8	50	1003	Normal
2018	7	11	2	       	9	0	997	Normal
2018	7	11	2	       	9	10	1003	Normal
2018	7	11	2	       	9	20	999	Normal
2018	7	11	2	       	9	30	1003	Normal
2018	7	11	2	       	9	40	999	Normal
2018	7	11	2	       	9	50	999	Normal
2018	7	11	2	       	10	0	1000	Normal
2018	7	11	2	       	10	10	1004	Normal
2018	7	11	2	       	10	20	999	Normal
2018	7	11	2	       	10	30	997	Normal
2018	7	11	2	       	10	40	996	Normal
2018	7	11	2	       	10	50	999	Normal
2018	7	11	2	       	11	0	1001	Normal
2018	7	11	2	       	11	10	1002	Normal
2018	7	11	2	       	11	20	1002	Normal
2018	7	11	2	       	11	30	1001	Normal
2018	7	11	2	       	11	40	999	Normal
2018	7	11	2	       	11	50	1003	Normal
2018	7	11	2	       	12	0	998	Normal
2018	7	11	2	       	12	10	996	Normal
2018	7	11	2	       	12	20	1002	Normal
2018	7	11	2	       	12	30	998	Normal
2018	7	11	2	       	12	40	1002	Normal
2018	7	11	2	       	12	50	996	Normal
2018	7	11	2	       	13	0	999	Normal
2018	7	11	2	       	13	10	997	Normal
2018	7	11	2	       	13	20	1000	Normal
2018	7	11	2	       	13	30	999	Normal
2018	7	11	2	       	13	40	996	Normal
2018	7	11	2	       	13	50	999	Normal
2018	7	11	2	       	14	0	996	Normal
2018	7	11	2	       	14	10	995	Normal
2018	7	11	2	       	14	20	999	Normal
2018	7	11	2	       	14	30	1001	Normal
2018	7	11	2	       	14	40	998	Normal
2018	7	11	2	       	14	50	1001	Normal
2018	7	11	2	       	15	0	1002	Normal
2018	7	11	2	       	15	10	999	Normal
2018	7	11	2	       	15	20	1000	Normal
2018	7	11	2	       	15	30	997	Normal
2018	7	11	2	       	15	40	999	Normal
2018	7	11	2	       	15	50	999	Normal
2018	7	11	2	       	16	0	998	Normal
2018	7	11	2	       	16	10	1000	Normal
2018	7	11	2	       	16	20	1003	Normal
2018	7	11	2	       	16	30	1002	Normal
2018	7	11	2	       	16	40	998	Normal
2018	7	11	2	       	16	50	996	Normal
2018	7	11	2	       	17	0	998	Normal
2018	7	11	2	       	17	10	996	Normal
2018	7	11	2	       	17	20	1001	Normal
2018	7	11	2	       	17	30	1002	Normal
2018	7	11	2	       	17	40	998	Normal
2018	7	11	2	       	17	50	999	Normal
2018	7	11	2	       	18	0	500	Normal
2018	7	11	2	       	18	10	500	Normal
2018	7	11	2	       	18	20	500	Normal
2018	7	11	2	       	18	30	502	Normal
2018	7	11	2	       	18	40	498	Normal
2018	7	11	2	       	18	50	501	Normal
2018	7	11	2	       	19	0	499	Normal
2018	7	11	2	       	19	10	501	Normal
2018	7	11	2	       	19	20	500	Normal
2018	7	11	2	       	19	30	503	Normal
2018	7	11	2	       	19	40	501	Normal
2018	7	11	2	       	19	50	499	Normal
2018	7	11	2	       	20	0	500	Normal
2018	7	11	2	       	20	10	500	Normal
2018	7	11	2	       	20	20	499	Normal
2018	7	11	2	       	20	30	500	Normal
2018	7	11	2	       	20	40	499	Normal
2018	7	11	2	       	20	50	500	Normal
2018	7	11	2	       	21	0	499	Normal
2018	7	11	2	       	21	10	502	Normal
2018	7	11	2	       	21	20	500	Normal
2018	7	11	2	       	21	30	500	Normal
2018	7	11	2	       	21	40	499	Normal
2018	7	11	2	       	21	50	500	Normal
2018	7	11	2	       	22	0	500	Normal
2018	7	11	2	       	22	10	499	Normal
2018	7	11	2	       	22	20	502	Normal
2018	7	11	2	       	22	30	499	Normal
2018	7	11	2	       	22	40	500	Normal
2018	7	11	2	       	22	50	499	Normal
2018	7	11	2	       	23	0	503	Normal
2018	7	11	2	       	23	10	501	Normal
2018	7	11	2	       	23	20	500	Normal
2018	7	11	2	       	23	30	500	Normal
2018	7	11	2	       	23	40	499	Normal
2018	7	11	2	       	23	50	499	Normal
2018	7	12	3	       	0	0	500	Normal
2018	7	12	3	       	0	10	501	Normal
2018	7	12	3	       	0	20	500	Normal
2018	7	12	3	       	0	30	498	Normal
2018	7	12	3	       	0	40	502	Normal
2018	7	12	3	       	0	50	499	Normal
2018	7	12	3	       	1	0	498	Normal
2018	7	12	3	       	1	10	499	Normal
2018	7	12	3	       	1	20	499	Normal
2018	7	12	3	       	1	30	499	Normal
2018	7	12	3	       	1	40	500	Normal
2018	7	12	3	       	1	50	499	Normal
2018	7	12	3	       	2	0	500	Normal
2018	7	12	3	       	2	10	499	Normal
2018	7	12	3	       	2	20	499	Normal
2018	7	12	3	       	2	30	500	Normal
2018	7	12	3	       	2	40	499	Normal
2018	7	12	3	       	2	50	501	Normal
2018	7	12	3	       	3	0	499	Normal
