Año	Mes	Dia	DiaSemana	Hora	Minuto	Cuenta	A/N
2018	7	7	5	       	14	30	79	Normal
2018	7	7	5	       	14	40	80	Normal
2018	7	7	5	       	14	50	80	Normal
2018	7	7	5	       	15	0	78	Normal
2018	7	7	5	       	15	10	79	Normal
2018	7	7	5	       	15	20	80	Normal
2018	7	7	5	       	15	30	78	Normal
2018	7	7	5	       	15	40	80	Normal
2018	7	7	5	       	15	50	79	Normal
2018	7	7	5	       	16	0	78	Normal
2018	7	7	5	       	16	10	80	Normal
2018	7	7	5	       	16	20	80	Normal
2018	7	7	5	       	16	30	79	Normal
2018	7	7	5	       	16	40	79	Normal
2018	7	7	5	       	16	50	80	Normal
2018	7	7	5	       	17	0	82	Normal
2018	7	7	5	       	17	10	80	Normal
2018	7	7	5	       	17	20	80	Normal
2018	7	7	5	       	17	30	79	Normal
2018	7	7	5	       	17	40	79	Normal
2018	7	7	5	       	17	50	80	Normal
2018	7	7	5	       	18	0	80	Normal
2018	7	7	5	       	18	10	80	Normal
2018	7	7	5	       	18	20	78	Normal
2018	7	7	5	       	18	30	78	Normal
2018	7	7	5	       	18	40	80	Normal
2018	7	7	5	       	18	50	81	Normal
2018	7	7	5	       	19	0	81	Normal
2018	7	7	5	       	19	10	82	Normal
2018	7	7	5	       	19	20	80	Normal
2018	7	7	5	       	19	30	81	Normal
2018	7	7	5	       	19	40	80	Normal
2018	7	7	5	       	19	50	80	Normal
2018	7	7	5	       	20	0	78	Normal
2018	7	7	5	       	20	10	79	Normal
2018	7	7	5	       	20	20	81	Normal
2018	7	7	5	       	20	30	78	Normal
2018	7	7	5	       	20	40	80	Normal
2018	7	7	5	       	20	50	79	Normal
2018	7	7	5	       	21	0	80	Normal
2018	7	7	5	       	21	10	79	Normal
2018	7	7	5	       	21	20	79	Normal
2018	7	7	5	       	21	30	78	Normal
2018	7	7	5	       	21	40	79	Normal
2018	7	7	5	       	21	50	80	Normal
2018	7	7	5	       	22	0	80	Normal
2018	7	7	5	       	22	10	79	Normal
2018	7	7	5	       	22	20	80	Normal
2018	7	7	5	       	22	30	78	Normal
2018	7	7	5	       	22	40	79	Normal
2018	7	7	5	       	22	50	78	Normal
2018	7	7	5	       	23	0	80	Normal
2018	7	7	5	       	23	10	78	Normal
2018	7	7	5	       	23	20	81	Normal
2018	7	7	5	       	23	30	80	Normal
2018	7	7	5	       	23	40	80	Normal
2018	7	7	5	       	23	50	79	Normal
2018	7	8	6	       	0	0	81	Normal
2018	7	8	6	       	0	10	80	Normal
2018	7	8	6	       	0	20	79	Normal
2018	7	8	6	       	0	30	78	Normal
2018	7	8	6	       	0	40	81	Normal
2018	7	8	6	       	0	50	78	Normal
2018	7	8	6	       	1	0	81	Normal
2018	7	8	6	       	1	10	81	Normal
2018	7	8	6	       	1	20	80	Normal
2018	7	8	6	       	1	30	78	Normal
2018	7	8	6	       	1	40	79	Normal
2018	7	8	6	       	1	50	80	Normal
2018	7	8	6	       	2	0	81	Normal
2018	7	8	6	       	2	10	80	Normal
2018	7	8	6	       	2	20	79	Normal
2018	7	8	6	       	2	30	79	Normal
2018	7	8	6	       	2	40	79	Normal
2018	7	8	6	       	2	50	80	Normal
2018	7	8	6	       	3	0	78	Normal
2018	7	8	6	       	3	10	81	Normal
2018	7	8	6	       	3	20	80	Normal
2018	7	8	6	       	3	30	80	Normal
2018	7	8	6	       	3	40	77	Normal
2018	7	8	6	       	3	50	78	Normal
2018	7	8	6	       	4	0	80	Normal
2018	7	8	6	       	4	10	80	Normal
2018	7	8	6	       	4	20	80	Normal
2018	7	8	6	       	4	30	80	Normal
2018	7	8	6	       	4	40	82	Normal
2018	7	8	6	       	4	50	79	Normal
2018	7	8	6	       	5	0	81	Normal
2018	7	8	6	       	5	10	79	Normal
2018	7	8	6	       	5	20	80	Normal
2018	7	8	6	       	5	30	80	Normal
2018	7	8	6	       	5	40	80	Normal
2018	7	8	6	       	5	50	80	Normal
2018	7	8	6	       	6	0	81	Normal
2018	7	8	6	       	6	10	79	Normal
2018	7	8	6	       	6	20	78	Normal
2018	7	8	6	       	6	30	78	Normal
2018	7	8	6	       	6	40	78	Normal
2018	7	8	6	       	6	50	80	Normal
2018	7	8	6	       	7	0	80	Normal
2018	7	8	6	       	7	10	78	Normal
2018	7	8	6	       	7	20	81	Normal
2018	7	8	6	       	7	30	80	Normal
2018	7	8	6	       	7	40	79	Normal
2018	7	8	6	       	7	50	78	Normal
2018	7	8	6	       	8	0	78	Normal
2018	7	8	6	       	8	10	80	Normal
2018	7	8	6	       	8	20	80	Normal
2018	7	8	6	       	8	30	79	Normal
2018	7	8	6	       	8	40	81	Normal
2018	7	8	6	       	8	50	80	Normal
2018	7	8	6	       	9	0	81	Normal
2018	7	8	6	       	9	10	81	Normal
2018	7	8	6	       	9	20	79	Normal
2018	7	8	6	       	9	30	78	Normal
2018	7	8	6	       	9	40	81	Normal
2018	7	8	6	       	9	50	80	Normal
2018	7	8	6	       	10	0	80	Normal
2018	7	8	6	       	10	10	80	Normal
2018	7	8	6	       	10	20	78	Normal
2018	7	8	6	       	10	30	79	Normal
2018	7	8	6	       	10	40	80	Normal
2018	7	8	6	       	10	50	80	Normal
2018	7	8	6	       	11	0	78	Normal
2018	7	8	6	       	11	10	80	Normal
2018	7	8	6	       	11	20	80	Normal
2018	7	8	6	       	11	30	78	Normal
2018	7	8	6	       	11	40	80	Normal
2018	7	8	6	       	11	50	81	Normal
2018	7	8	6	       	12	0	80	Normal
2018	7	8	6	       	12	10	78	Normal
2018	7	8	6	       	12	20	80	Normal
2018	7	8	6	       	12	30	78	Normal
2018	7	8	6	       	12	40	80	Normal
2018	7	8	6	       	12	50	80	Normal
2018	7	8	6	       	13	0	78	Normal
2018	7	8	6	       	13	10	80	Normal
2018	7	8	6	       	13	20	79	Normal
2018	7	8	6	       	13	30	80	Normal
2018	7	8	6	       	13	40	78	Normal
2018	7	8	6	       	13	50	79	Normal
2018	7	8	6	       	14	0	80	Normal
2018	7	8	6	       	14	10	79	Normal
2018	7	8	6	       	14	20	81	Normal
2018	7	8	6	       	14	30	78	Normal
2018	7	8	6	       	14	40	81	Normal
2018	7	8	6	       	14	50	80	Normal
2018	7	8	6	       	15	0	79	Normal
2018	7	8	6	       	15	10	78	Normal
2018	7	8	6	       	15	20	79	Normal
2018	7	8	6	       	15	30	79	Normal
2018	7	8	6	       	15	40	80	Normal
2018	7	8	6	       	15	50	80	Normal
2018	7	8	6	       	16	0	80	Normal
2018	7	8	6	       	16	10	79	Normal
2018	7	8	6	       	16	20	79	Normal
2018	7	8	6	       	16	30	78	Normal
2018	7	8	6	       	16	40	78	Normal
2018	7	8	6	       	16	50	80	Normal
2018	7	8	6	       	17	0	79	Normal
2018	7	8	6	       	17	10	81	Normal
2018	7	8	6	       	17	20	80	Normal
2018	7	8	6	       	17	30	79	Normal
2018	7	8	6	       	17	40	80	Normal
2018	7	8	6	       	17	50	80	Normal
2018	7	8	6	       	18	0	78	Normal
2018	7	8	6	       	18	10	78	Normal
2018	7	8	6	       	18	20	80	Normal
2018	7	8	6	       	18	30	80	Normal
2018	7	8	6	       	18	40	80	Normal
2018	7	8	6	       	18	50	81	Normal
2018	7	8	6	       	19	0	80	Normal
2018	7	8	6	       	19	10	80	Normal
2018	7	8	6	       	19	20	80	Normal
2018	7	8	6	       	19	30	82	Normal
2018	7	8	6	       	19	40	79	Normal
2018	7	8	6	       	19	50	77	Normal
2018	7	8	6	       	20	0	80	Normal
2018	7	8	6	       	20	10	78	Normal
2018	7	8	6	       	20	20	79	Normal
2018	7	8	6	       	20	30	78	Normal
2018	7	8	6	       	20	40	80	Normal
2018	7	8	6	       	20	50	80	Normal
2018	7	8	6	       	21	0	80	Normal
2018	7	8	6	       	21	10	78	Normal
2018	7	8	6	       	21	20	79	Normal
2018	7	8	6	       	21	30	79	Normal
2018	7	8	6	       	21	40	79	Normal
2018	7	8	6	       	21	50	81	Normal
2018	7	8	6	       	22	0	79	Normal
2018	7	8	6	       	22	10	80	Normal
2018	7	8	6	       	22	20	81	Normal
2018	7	8	6	       	22	30	80	Normal
2018	7	8	6	       	22	40	81	Normal
2018	7	8	6	       	22	50	80	Normal
2018	7	8	6	       	23	0	79	Normal
2018	7	8	6	       	23	10	80	Normal
2018	7	8	6	       	23	20	80	Normal
2018	7	8	6	       	23	30	79	Normal
2018	7	8	6	       	23	40	78	Normal
2018	7	8	6	       	23	50	80	Normal
2018	7	9	0	       	0	0	101	Normal
2018	7	9	0	       	0	10	99	Normal
2018	7	9	0	       	0	20	100	Normal
2018	7	9	0	       	0	30	100	Normal
2018	7	9	0	       	0	40	101	Normal
2018	7	9	0	       	0	50	99	Normal
2018	7	9	0	       	1	0	101	Normal
2018	7	9	0	       	1	10	99	Normal
2018	7	9	0	       	1	20	103	Normal
2018	7	9	0	       	1	30	99	Normal
2018	7	9	0	       	1	40	102	Normal
2018	7	9	0	       	1	50	99	Normal
2018	7	9	0	       	2	0	100	Normal
2018	7	9	0	       	2	10	98	Normal
2018	7	9	0	       	2	20	101	Normal
2018	7	9	0	       	2	30	100	Normal
2018	7	9	0	       	2	40	102	Normal
2018	7	9	0	       	2	50	104	Normal
2018	7	9	0	       	3	0	100	Normal
2018	7	9	0	       	3	10	97	Normal
2018	7	9	0	       	3	20	101	Normal
2018	7	9	0	       	3	30	97	Normal
2018	7	9	0	       	3	40	101	Normal
2018	7	9	0	       	3	50	101	Normal
2018	7	9	0	       	4	0	99	Normal
2018	7	9	0	       	4	10	99	Normal
2018	7	9	0	       	4	20	100	Normal
2018	7	9	0	       	4	30	100	Normal
2018	7	9	0	       	4	40	101	Normal
2018	7	9	0	       	4	50	101	Normal
2018	7	9	0	       	5	0	100	Normal
2018	7	9	0	       	5	10	101	Normal
2018	7	9	0	       	5	20	98	Normal
2018	7	9	0	       	5	30	97	Normal
2018	7	9	0	       	5	40	99	Normal
2018	7	9	0	       	5	50	101	Normal
2018	7	9	0	       	6	0	98	Normal
2018	7	9	0	       	6	10	101	Normal
2018	7	9	0	       	6	20	98	Normal
2018	7	9	0	       	6	30	101	Normal
2018	7	9	0	       	6	40	102	Normal
2018	7	9	0	       	6	50	101	Normal
2018	7	9	0	       	7	0	198	Normal
2018	7	9	0	       	7	10	200	Normal
2018	7	9	0	       	7	20	197	Normal
2018	7	9	0	       	7	30	199	Normal
2018	7	9	0	       	7	40	199	Normal
2018	7	9	0	       	7	50	205	Normal
2018	7	9	0	       	8	0	201	Normal
2018	7	9	0	       	8	10	199	Normal
2018	7	9	0	       	8	20	203	Normal
2018	7	9	0	       	8	30	197	Normal
2018	7	9	0	       	8	40	199	Normal
2018	7	9	0	       	8	50	199	Normal
2018	7	9	0	       	9	0	202	Normal
2018	7	9	0	       	9	10	197	Normal
2018	7	9	0	       	9	20	200	Normal
2018	7	9	0	       	9	30	196	Normal
2018	7	9	0	       	9	40	199	Normal
2018	7	9	0	       	9	50	204	Normal
2018	7	9	0	       	10	0	199	Normal
2018	7	9	0	       	10	10	202	Normal
2018	7	9	0	       	10	20	201	Normal
2018	7	9	0	       	10	30	202	Normal
2018	7	9	0	       	10	40	200	Normal
2018	7	9	0	       	10	50	198	Normal
2018	7	9	0	       	11	0	197	Normal
2018	7	9	0	       	11	10	199	Normal
2018	7	9	0	       	11	20	204	Normal
2018	7	9	0	       	11	30	203	Normal
2018	7	9	0	       	11	40	197	Normal
2018	7	9	0	       	11	50	205	Normal
2018	7	9	0	       	12	0	202	Normal
2018	7	9	0	       	12	10	199	Normal
2018	7	9	0	       	12	20	197	Normal
2018	7	9	0	       	12	30	201	Normal
2018	7	9	0	       	12	40	198	Normal
2018	7	9	0	       	12	50	203	Normal
2018	7	9	0	       	13	0	198	Normal
2018	7	9	0	       	13	10	205	Normal
2018	7	9	0	       	13	20	198	Normal
2018	7	9	0	       	13	30	204	Normal
2018	7	9	0	       	13	40	199	Normal
2018	7	9	0	       	13	50	202	Normal
2018	7	9	0	       	14	0	199	Normal
2018	7	9	0	       	14	10	202	Normal
2018	7	9	0	       	14	20	202	Normal
2018	7	9	0	       	14	30	202	Normal
2018	7	9	0	       	14	40	202	Normal
2018	7	9	0	       	14	50	197	Normal
2018	7	9	0	       	15	0	201	Normal
2018	7	9	0	       	15	10	198	Normal
2018	7	9	0	       	15	20	201	Normal
2018	7	9	0	       	15	30	199	Normal
2018	7	9	0	       	15	40	198	Normal
2018	7	9	0	       	15	50	199	Normal
2018	7	9	0	       	16	0	198	Normal
2018	7	9	0	       	16	10	198	Normal
2018	7	9	0	       	16	20	201	Normal
2018	7	9	0	       	16	30	197	Normal
2018	7	9	0	       	16	40	199	Normal
2018	7	9	0	       	16	50	203	Normal
2018	7	9	0	       	17	0	198	Normal
2018	7	9	0	       	17	10	199	Normal
2018	7	9	0	       	17	20	200	Normal
2018	7	9	0	       	17	30	202	Normal
2018	7	9	0	       	17	40	199	Normal
2018	7	9	0	       	17	50	197	Normal
2018	7	9	0	       	18	0	99	Normal
2018	7	9	0	       	18	10	101	Normal
2018	7	9	0	       	18	20	101	Normal
2018	7	9	0	       	18	30	100	Normal
2018	7	9	0	       	18	40	98	Normal
2018	7	9	0	       	18	50	99	Normal
2018	7	9	0	       	19	0	99	Normal
2018	7	9	0	       	19	10	100	Normal
2018	7	9	0	       	19	20	100	Normal
2018	7	9	0	       	19	30	101	Normal
2018	7	9	0	       	19	40	100	Normal
2018	7	9	0	       	19	50	101	Normal
2018	7	9	0	       	20	0	98	Normal
2018	7	9	0	       	20	10	100	Normal
2018	7	9	0	       	20	20	99	Normal
2018	7	9	0	       	20	30	100	Normal
2018	7	9	0	       	20	40	101	Normal
2018	7	9	0	       	20	50	101	Normal
2018	7	9	0	       	21	0	100	Normal
2018	7	9	0	       	21	10	102	Normal
2018	7	9	0	       	21	20	99	Normal
2018	7	9	0	       	21	30	99	Normal
2018	7	9	0	       	21	40	99	Normal
2018	7	9	0	       	21	50	99	Normal
2018	7	9	0	       	22	0	101	Normal
2018	7	9	0	       	22	10	98	Normal
2018	7	9	0	       	22	20	99	Normal
2018	7	9	0	       	22	30	100	Normal
2018	7	9	0	       	22	40	102	Normal
2018	7	9	0	       	22	50	98	Normal
2018	7	9	0	       	23	0	100	Normal
2018	7	9	0	       	23	10	100	Normal
2018	7	9	0	       	23	20	101	Normal
2018	7	9	0	       	23	30	101	Normal
2018	7	9	0	       	23	40	100	Normal
2018	7	9	0	       	23	50	100	Normal
2018	7	10	1	       	0	0	99	Normal
2018	7	10	1	       	0	10	101	Normal
2018	7	10	1	       	0	20	99	Normal
2018	7	10	1	       	0	30	99	Normal
2018	7	10	1	       	0	40	102	Normal
2018	7	10	1	       	0	50	99	Normal
2018	7	10	1	       	1	0	101	Normal
2018	7	10	1	       	1	10	98	Normal
2018	7	10	1	       	1	20	100	Normal
2018	7	10	1	       	1	30	100	Normal
2018	7	10	1	       	1	40	100	Normal
2018	7	10	1	       	1	50	99	Normal
2018	7	10	1	       	2	0	101	Normal
2018	7	10	1	       	2	10	101	Normal
2018	7	10	1	       	2	20	97	Normal
2018	7	10	1	       	2	30	100	Normal
2018	7	10	1	       	2	40	98	Normal
2018	7	10	1	       	2	50	98	Normal
2018	7	10	1	       	3	0	101	Normal
2018	7	10	1	       	3	10	100	Normal
2018	7	10	1	       	3	20	100	Normal
2018	7	10	1	       	3	30	101	Normal
2018	7	10	1	       	3	40	100	Normal
2018	7	10	1	       	3	50	101	Normal
2018	7	10	1	       	4	0	99	Normal
2018	7	10	1	       	4	10	98	Normal
2018	7	10	1	       	4	20	98	Normal
2018	7	10	1	       	4	30	98	Normal
2018	7	10	1	       	4	40	102	Normal
2018	7	10	1	       	4	50	102	Normal
2018	7	10	1	       	5	0	99	Normal
2018	7	10	1	       	5	10	100	Normal
2018	7	10	1	       	5	20	100	Normal
2018	7	10	1	       	5	30	99	Normal
2018	7	10	1	       	5	40	98	Normal
2018	7	10	1	       	5	50	99	Normal
2018	7	10	1	       	6	0	100	Normal
2018	7	10	1	       	6	10	100	Normal
2018	7	10	1	       	6	20	100	Normal
2018	7	10	1	       	6	30	100	Normal
2018	7	10	1	       	6	40	100	Normal
2018	7	10	1	       	6	50	101	Normal
2018	7	10	1	       	7	0	199	Normal
2018	7	10	1	       	7	10	206	Normal
2018	7	10	1	       	7	20	201	Normal
2018	7	10	1	       	7	30	201	Normal
2018	7	10	1	       	7	40	203	Normal
2018	7	10	1	       	7	50	201	Normal
2018	7	10	1	       	8	0	198	Normal
2018	7	10	1	       	8	10	199	Normal
2018	7	10	1	       	8	20	199	Normal
2018	7	10	1	       	8	30	198	Normal
2018	7	10	1	       	8	40	202	Normal
2018	7	10	1	       	8	50	197	Normal
2018	7	10	1	       	9	0	202	Normal
2018	7	10	1	       	9	10	198	Normal
2018	7	10	1	       	9	20	203	Normal
2018	7	10	1	       	9	30	200	Normal
2018	7	10	1	       	9	40	201	Normal
2018	7	10	1	       	9	50	197	Normal
2018	7	10	1	       	10	0	202	Normal
2018	7	10	1	       	10	10	196	Normal
2018	7	10	1	       	10	20	192	Normal
2018	7	10	1	       	10	30	201	Normal
2018	7	10	1	       	10	40	197	Normal
2018	7	10	1	       	10	50	201	Normal
2018	7	10	1	       	11	0	198	Normal
2018	7	10	1	       	11	10	201	Normal
2018	7	10	1	       	11	20	200	Normal
2018	7	10	1	       	11	30	201	Normal
2018	7	10	1	       	11	40	199	Normal
2018	7	10	1	       	11	50	198	Normal
2018	7	10	1	       	12	0	197	Normal
2018	7	10	1	       	12	10	197	Normal
2018	7	10	1	       	12	20	200	Normal
2018	7	10	1	       	12	30	200	Normal
2018	7	10	1	       	12	40	202	Normal
2018	7	10	1	       	12	50	202	Normal
2018	7	10	1	       	13	0	202	Normal
2018	7	10	1	       	13	10	198	Normal
2018	7	10	1	       	13	20	198	Normal
2018	7	10	1	       	13	30	200	Normal
2018	7	10	1	       	13	40	199	Normal
2018	7	10	1	       	13	50	197	Normal
2018	7	10	1	       	14	0	200	Normal
2018	7	10	1	       	14	10	196	Normal
2018	7	10	1	       	14	20	198	Normal
2018	7	10	1	       	14	30	197	Normal
2018	7	10	1	       	14	40	202	Normal
2018	7	10	1	       	14	50	199	Normal
2018	7	10	1	       	15	0	198	Normal
2018	7	10	1	       	15	10	199	Normal
2018	7	10	1	       	15	20	198	Normal
2018	7	10	1	       	15	30	197	Normal
2018	7	10	1	       	15	40	198	Normal
2018	7	10	1	       	15	50	196	Normal
2018	7	10	1	       	16	0	198	Normal
2018	7	10	1	       	16	10	199	Normal
2018	7	10	1	       	16	20	196	Normal
2018	7	10	1	       	16	30	193	Normal
2018	7	10	1	       	16	40	200	Normal
2018	7	10	1	       	16	50	205	Normal
2018	7	10	1	       	17	0	198	Normal
2018	7	10	1	       	17	10	196	Normal
2018	7	10	1	       	17	20	200	Normal
2018	7	10	1	       	17	30	197	Normal
2018	7	10	1	       	17	40	200	Normal
2018	7	10	1	       	17	50	196	Normal
2018	7	10	1	       	18	0	102	Normal
2018	7	10	1	       	18	10	98	Normal
2018	7	10	1	       	18	20	101	Normal
2018	7	10	1	       	18	30	98	Normal
2018	7	10	1	       	18	40	101	Normal
2018	7	10	1	       	18	50	100	Normal
2018	7	10	1	       	19	0	98	Normal
2018	7	10	1	       	19	10	100	Normal
2018	7	10	1	       	19	20	97	Normal
2018	7	10	1	       	19	30	102	Normal
2018	7	10	1	       	19	40	99	Normal
2018	7	10	1	       	19	50	100	Normal
2018	7	10	1	       	20	0	99	Normal
2018	7	10	1	       	20	10	99	Normal
2018	7	10	1	       	20	20	99	Normal
2018	7	10	1	       	20	30	101	Normal
2018	7	10	1	       	20	40	100	Normal
2018	7	10	1	       	20	50	101	Normal
2018	7	10	1	       	21	0	100	Normal
2018	7	10	1	       	21	10	101	Normal
2018	7	10	1	       	21	20	100	Normal
2018	7	10	1	       	21	30	99	Normal
2018	7	10	1	       	21	40	100	Normal
2018	7	10	1	       	21	50	98	Normal
2018	7	10	1	       	22	0	101	Normal
2018	7	10	1	       	22	10	99	Normal
2018	7	10	1	       	22	20	100	Normal
2018	7	10	1	       	22	30	99	Normal
2018	7	10	1	       	22	40	101	Normal
2018	7	10	1	       	22	50	100	Normal
2018	7	10	1	       	23	0	99	Normal
2018	7	10	1	       	23	10	100	Normal
2018	7	10	1	       	23	20	99	Normal
2018	7	10	1	       	23	30	101	Normal
2018	7	10	1	       	23	40	99	Normal
2018	7	10	1	       	23	50	101	Normal
2018	7	11	2	       	0	0	99	Normal
2018	7	11	2	       	0	10	101	Normal
2018	7	11	2	       	0	20	100	Normal
2018	7	11	2	       	0	30	99	Normal
2018	7	11	2	       	0	40	98	Normal
2018	7	11	2	       	0	50	98	Normal
2018	7	11	2	       	1	0	100	Normal
2018	7	11	2	       	1	10	101	Normal
2018	7	11	2	       	1	20	99	Normal
2018	7	11	2	       	1	30	100	Normal
2018	7	11	2	       	1	40	100	Normal
2018	7	11	2	       	1	50	99	Normal
2018	7	11	2	       	2	0	100	Normal
2018	7	11	2	       	2	10	100	Normal
2018	7	11	2	       	2	20	100	Normal
2018	7	11	2	       	2	30	99	Normal
2018	7	11	2	       	2	40	98	Normal
2018	7	11	2	       	2	50	100	Normal
2018	7	11	2	       	3	0	99	Normal
2018	7	11	2	       	3	10	101	Normal
2018	7	11	2	       	3	20	99	Normal
2018	7	11	2	       	3	30	100	Normal
2018	7	11	2	       	3	40	100	Normal
2018	7	11	2	       	3	50	101	Normal
2018	7	11	2	       	4	0	102	Normal
2018	7	11	2	       	4	10	99	Normal
2018	7	11	2	       	4	20	99	Normal
2018	7	11	2	       	4	30	100	Normal
2018	7	11	2	       	4	40	101	Normal
2018	7	11	2	       	4	50	101	Normal
2018	7	11	2	       	5	0	99	Normal
2018	7	11	2	       	5	10	99	Normal
2018	7	11	2	       	5	20	99	Normal
2018	7	11	2	       	5	30	101	Normal
2018	7	11	2	       	5	40	99	Normal
2018	7	11	2	       	5	50	100	Normal
2018	7	11	2	       	6	0	100	Normal
2018	7	11	2	       	6	10	100	Normal
2018	7	11	2	       	6	20	100	Normal
2018	7	11	2	       	6	30	100	Normal
2018	7	11	2	       	6	40	100	Normal
2018	7	11	2	       	6	50	101	Normal
2018	7	11	2	       	7	0	199	Normal
2018	7	11	2	       	7	10	199	Normal
2018	7	11	2	       	7	20	198	Normal
2018	7	11	2	       	7	30	198	Normal
2018	7	11	2	       	7	40	199	Normal
2018	7	11	2	       	7	50	206	Normal
2018	7	11	2	       	8	0	198	Normal
2018	7	11	2	       	8	10	200	Normal
2018	7	11	2	       	8	20	201	Normal
2018	7	11	2	       	8	30	201	Normal
2018	7	11	2	       	8	40	202	Normal
2018	7	11	2	       	8	50	202	Normal
2018	7	11	2	       	9	0	202	Normal
2018	7	11	2	       	9	10	199	Normal
2018	7	11	2	       	9	20	199	Normal
2018	7	11	2	       	9	30	201	Normal
2018	7	11	2	       	9	40	202	Normal
2018	7	11	2	       	9	50	198	Normal
2018	7	11	2	       	10	0	203	Normal
2018	7	11	2	       	10	10	199	Normal
2018	7	11	2	       	10	20	203	Normal
2018	7	11	2	       	10	30	202	Normal
2018	7	11	2	       	10	40	205	Normal
2018	7	11	2	       	10	50	202	Normal
2018	7	11	2	       	11	0	204	Normal
2018	7	11	2	       	11	10	201	Normal
2018	7	11	2	       	11	20	199	Normal
2018	7	11	2	       	11	30	198	Normal
2018	7	11	2	       	11	40	198	Normal
2018	7	11	2	       	11	50	198	Normal
2018	7	11	2	       	12	0	201	Normal
2018	7	11	2	       	12	10	196	Normal
2018	7	11	2	       	12	20	199	Normal
2018	7	11	2	       	12	30	200	Normal
2018	7	11	2	       	12	40	197	Normal
2018	7	11	2	       	12	50	197	Normal
2018	7	11	2	       	13	0	198	Normal
2018	7	11	2	       	13	10	198	Normal
2018	7	11	2	       	13	20	200	Normal
2018	7	11	2	       	13	30	202	Normal
2018	7	11	2	       	13	40	197	Normal
2018	7	11	2	       	13	50	196	Normal
2018	7	11	2	       	14	0	197	Normal
2018	7	11	2	       	14	10	201	Normal
2018	7	11	2	       	14	20	202	Normal
2018	7	11	2	       	14	30	202	Normal
2018	7	11	2	       	14	40	199	Normal
2018	7	11	2	       	14	50	201	Normal
2018	7	11	2	       	15	0	200	Normal
2018	7	11	2	       	15	10	199	Normal
2018	7	11	2	       	15	20	198	Normal
2018	7	11	2	       	15	30	591	Anomalia
2018	7	11	2	       	15	40	201	Normal
2018	7	11	2	       	15	50	197	Normal
2018	7	11	2	       	16	0	195	Normal
2018	7	11	2	       	16	10	198	Normal
2018	7	11	2	       	16	20	198	Normal
2018	7	11	2	       	16	30	202	Normal
2018	7	11	2	       	16	40	205	Normal
2018	7	11	2	       	16	50	202	Normal
2018	7	11	2	       	17	0	199	Normal
2018	7	11	2	       	17	10	198	Normal
2018	7	11	2	       	17	20	199	Normal
2018	7	11	2	       	17	30	205	Normal
2018	7	11	2	       	17	40	202	Normal
2018	7	11	2	       	17	50	202	Normal
2018	7	11	2	       	18	0	103	Normal
2018	7	11	2	       	18	10	99	Normal
2018	7	11	2	       	18	20	100	Normal
2018	7	11	2	       	18	30	99	Normal
2018	7	11	2	       	18	40	101	Normal
2018	7	11	2	       	18	50	99	Normal
2018	7	11	2	       	19	0	99	Normal
2018	7	11	2	       	19	10	99	Normal
2018	7	11	2	       	19	20	98	Normal
2018	7	11	2	       	19	30	99	Normal
2018	7	11	2	       	19	40	100	Normal
2018	7	11	2	       	19	50	101	Normal
2018	7	11	2	       	20	0	100	Normal
2018	7	11	2	       	20	10	102	Normal
2018	7	11	2	       	20	20	99	Normal
2018	7	11	2	       	20	30	101	Normal
2018	7	11	2	       	20	40	101	Normal
2018	7	11	2	       	20	50	97	Normal
2018	7	11	2	       	21	0	101	Normal
2018	7	11	2	       	21	10	99	Normal
2018	7	11	2	       	21	20	98	Normal
2018	7	11	2	       	21	30	100	Normal
2018	7	11	2	       	21	40	97	Normal
2018	7	11	2	       	21	50	102	Normal
2018	7	11	2	       	22	0	101	Normal
2018	7	11	2	       	22	10	98	Normal
2018	7	11	2	       	22	20	99	Normal
2018	7	11	2	       	22	30	100	Normal
2018	7	11	2	       	22	40	98	Normal
2018	7	11	2	       	22	50	99	Normal
2018	7	11	2	       	23	0	99	Normal
2018	7	11	2	       	23	10	102	Normal
2018	7	11	2	       	23	20	100	Normal
2018	7	11	2	       	23	30	98	Normal
2018	7	11	2	       	23	40	102	Normal
2018	7	11	2	       	23	50	99	Normal
2018	7	12	3	       	0	0	99	Normal
2018	7	12	3	       	0	10	100	Normal
2018	7	12	3	       	0	20	101	Normal
2018	7	12	3	       	0	30	102	Normal
2018	7	12	3	       	0	40	100	Normal
2018	7	12	3	       	0	50	101	Normal
2018	7	12	3	       	1	0	101	Normal
2018	7	12	3	       	1	10	100	Normal
2018	7	12	3	       	1	20	98	Normal
2018	7	12	3	       	1	30	100	Normal
2018	7	12	3	       	1	40	101	Normal
2018	7	12	3	       	1	50	100	Normal
2018	7	12	3	       	2	0	99	Normal
2018	7	12	3	       	2	10	99	Normal
2018	7	12	3	       	2	20	99	Normal
2018	7	12	3	       	2	30	100	Normal
2018	7	12	3	       	2	40	99	Normal
2018	7	12	3	       	2	50	99	Normal
2018	7	12	3	       	3	0	101	Normal
2018	7	12	3	       	3	10	103	Normal
2018	7	12	3	       	3	20	99	Normal
2018	7	12	3	       	3	30	99	Normal
2018	7	12	3	       	3	40	101	Normal
2018	7	12	3	       	3	50	100	Normal
2018	7	12	3	       	4	0	99	Normal
2018	7	12	3	       	4	10	100	Normal
2018	7	12	3	       	4	20	98	Normal
2018	7	12	3	       	4	30	99	Normal
2018	7	12	3	       	4	40	99	Normal
2018	7	12	3	       	4	50	99	Normal
2018	7	12	3	       	5	0	99	Normal
